task,seed,planner,label,selected_true_return,selected_model_return,selected_tail_gap,bad_event_probability,proposal_drift,final_entropy,sequence,oracle_true_return,regret
FrozenLake-v1,0,static,static,0.020418070867697456,-0.17348006646081118,-0.19389813732850864,0.9106448316934526,0.0,1.3862943611198906,2 1 2 2 2 2 1 2 3 2 2 0,0.04426267450196731,0.023844603634269854
FrozenLake-v1,0,equal_static,equal-budget static,0.021516969898822264,-0.17325323036799958,-0.19477020026682185,0.91406195607791,0.0,1.3862943611198906,1 1 1 2 1 1 2 0 1 2 3 2,0.04426267450196731,0.022745704603145046
FrozenLake-v1,0,cem,vanilla CEM,0.03380808029489634,-0.1498247594747115,-0.18363283976960784,0.9172815044379341,1.9091260748812966,0.7681871444903309,2 1 1 1 1 2 2 1 1 2 1 2,0.04426267450196731,0.010454594207070969
FrozenLake-v1,0,risk_gated_cem,risk-gated CEM,0.027547742835046612,-0.1591312488121919,-0.1866789916472385,0.924535367049212,1.2177662113289833,1.158172245607082,1 2 2 2 2 1 1 2 1 1 1 1,0.04426267450196731,0.016714931666920698
FrozenLake-v1,1,static,static,0.009427198880026197,-0.20633741092614216,-0.21576460980616835,0.885838691406949,0.0,1.3862943611198906,2 2 2 2 2 0 0 0 1 2 3 3,0.04426267450196731,0.034835475621941114
FrozenLake-v1,1,equal_static,equal-budget static,0.016159837122088818,-0.17996667551054601,-0.19612651263263484,0.9081083318750344,0.0,1.3862943611198906,2 2 2 2 1 2 2 0 2 3 0 1,0.04426267450196731,0.028102837379878492
FrozenLake-v1,1,cem,vanilla CEM,0.03449489218934935,-0.14871154088600644,-0.18320643307535578,0.9190239368057793,2.2885435631914457,0.5897527586120576,2 1 1 1 1 2 1 1 2 2 2 1,0.04426267450196731,0.009767782312617962
FrozenLake-v1,1,risk_gated_cem,risk-gated CEM,0.03183796507984895,-0.15136101655687118,-0.18319898163672013,0.916156261936885,1.2553604072401343,1.142609157417241,2 1 1 1 1 1 2 2 1 2 1 0,0.04426267450196731,0.01242470942211836
FrozenLake-v1,2,static,static,0.029801991189990995,-0.15499231335181168,-0.18479430454180268,0.915019729377297,0.0,1.3862943611198906,1 1 1 1 1 1 2 1 2 1 0 3,0.04426267450196731,0.014460683311976315
FrozenLake-v1,2,equal_static,equal-budget static,0.025952081228207847,-0.16244546431306586,-0.18839754554127372,0.9216639288274717,0.0,1.3862943611198906,1 1 1 1 2 1 1 2 0 1 1 1,0.04426267450196731,0.018310593273759463
FrozenLake-v1,2,cem,vanilla CEM,0.03628060311492717,-0.14506084400714317,-0.18134144712207034,0.9168186120378373,2.3414648582226607,0.5564742921229976,1 1 1 1 1 1 1 1 1 1 2 1,0.04426267450196731,0.007982071387040143
FrozenLake-v1,2,risk_gated_cem,risk-gated CEM,0.029801991189990995,-0.15499231335181168,-0.18479430454180268,0.915019729377297,1.1670847342243424,1.1709899296417827,1 1 1 1 1 1 2 1 2 1 0 3,0.04426267450196731,0.014460683311976315
FrozenLake-v1,3,static,static,0.009082852094588116,-0.19699050317909236,-0.20607335527368048,0.904621585462921,0.0,1.3862943611198906,1 1 1 1 1 0 2 1 0 0 0 2,0.04426267450196731,0.03517982240737919
FrozenLake-v1,3,equal_static,equal-budget static,0.019407610628461115,-0.17566036493232565,-0.19506797556078675,0.9158175601807168,0.0,1.3862943611198906,1 2 2 2 1 1 1 3 2 2 1 0,0.04426267450196731,0.024855063873506195
FrozenLake-v1,3,cem,vanilla CEM,0.03385512220547531,-0.1497973810827546,-0.1836525032882299,0.9143178640714587,2.136260757969791,0.6762672269836147,1 1 1 1 1 2 2 1 2 2 2 3,0.04426267450196731,0.010407552296491998
FrozenLake-v1,3,risk_gated_cem,risk-gated CEM,0.03380808029489634,-0.14986258117081694,-0.1836706614657133,0.9200663855442093,1.2329414536380767,1.1509728523515024,2 1 1 1 1 2 2 1 1 2 1 1,0.04426267450196731,0.010454594207070969
CliffWalking-v1,0,static,static,-711.0,9.27,720.27,7.0,0.0,1.3862943611198906,1 2 3 1 2 1 1 2 2 3 2 1 3 3 1 3 1 0,-18.0,693.0
CliffWalking-v1,0,equal_static,equal-budget static,-711.0,9.27,720.27,7.0,0.0,1.3862943611198906,3 3 2 1 3 2 2 1 2 1 2 1 1 1 2 3 1 0,-18.0,693.0
CliffWalking-v1,0,cem,vanilla CEM,-1503.0,41.28000000000001,1544.28,15.0,2.7846100762781347,0.6072311904717325,3 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1,-18.0,1485.0
CliffWalking-v1,0,risk_gated_cem,risk-gated CEM,-18.0,-18.15,-0.14999999999999858,0.0,1.1398809202704878,1.2439102003709683,2 0 1 1 1 1 1 1 0 0 0 1 0 1 2 0 0 3,-18.0,0.0
CliffWalking-v1,1,static,static,-810.0,13.270000000000007,823.27,8.0,0.0,1.3862943611198906,1 3 1 1 3 2 1 1 3 1 1 2 3 0 2 2 3 1,-18.0,792.0
CliffWalking-v1,1,equal_static,equal-budget static,-1008.0,21.270000000000007,1029.27,10.0,0.0,1.3862943611198906,0 2 3 2 1 1 2 1 3 1 1 1 2 1 1 1 3 1,-18.0,990.0
CliffWalking-v1,1,cem,vanilla CEM,-1602.0,45.28000000000001,1647.28,16.0,2.9171133400530187,0.5501902682476207,1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1,-18.0,1584.0
CliffWalking-v1,1,risk_gated_cem,risk-gated CEM,-18.0,-18.49,-0.48999999999999844,0.0,0.8556750271371226,1.3041400538382002,0 1 0 0 1 0 1 1 1 1 2 0 3 0 1 3 1 1,-18.0,0.0
CliffWalking-v1,2,static,static,-909.0,17.260000000000005,926.26,9.0,0.0,1.3862943611198906,1 2 1 2 1 1 1 1 1 1 3 2 3 1 3 0 1 0,-18.0,891.0
CliffWalking-v1,2,equal_static,equal-budget static,-1008.0,21.250000000000004,1029.25,10.0,0.0,1.3862943611198906,1 1 1 2 1 1 0 3 3 2 3 1 2 3 1 1 1 1,-18.0,990.0
CliffWalking-v1,2,cem,vanilla CEM,-1503.0,41.28000000000001,1544.28,15.0,2.7772676506412934,0.6137788733773427,1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1,-18.0,1485.0
CliffWalking-v1,2,risk_gated_cem,risk-gated CEM,-18.0,-18.309999999999995,-0.30999999999999517,0.0,1.1480085163965503,1.2468536793445495,0 3 1 1 0 1 1 1 0 0 2 1 0 1 0 2 3 2,-18.0,0.0
CliffWalking-v1,3,static,static,-711.0,9.28,720.28,7.0,0.0,1.3862943611198906,3 3 2 1 1 1 2 3 1 3 2 1 0 1 1 2 3 1,-18.0,693.0
CliffWalking-v1,3,equal_static,equal-budget static,-909.0,17.270000000000007,926.27,9.0,0.0,1.3862943611198906,1 3 1 2 1 2 1 1 1 1 1 2 2 0 2 1 3 3,-18.0,891.0
CliffWalking-v1,3,cem,vanilla CEM,-1503.0,41.28000000000001,1544.28,15.0,2.743983613662554,0.6338156695781691,1 1 1 1 1 1 1 1 1 3 1 3 3 1 1 1 1 1,-18.0,1485.0
CliffWalking-v1,3,risk_gated_cem,risk-gated CEM,-18.0,-18.379999999999995,-0.37999999999999545,0.0,1.115142765940645,1.2549100971435851,2 0 0 1 1 0 0 1 1 1 1 1 0 1 1 0 3 3,-18.0,0.0
Taxi-v3,0,static,static,-52.0,-15.740000000000006,36.25999999999999,4.0,0.0,1.791759469228055,1 4 2 0 4 5 0 0 2 2 3 0 3 2 2 4,-16.0,36.0
Taxi-v3,0,equal_static,equal-budget static,-52.0,-15.640000000000004,36.36,4.0,0.0,1.791759469228055,5 1 2 2 2 0 0 5 4 4 0 5 0 5 3 3,-16.0,36.0
Taxi-v3,0,cem,vanilla CEM,-52.0,-15.630000000000003,36.37,4.0,2.1286660760533755,1.0952666620802138,1 2 2 1 2 0 4 0 0 3 2 0 5 3 5 5,-16.0,36.0
Taxi-v3,0,risk_gated_cem,risk-gated CEM,-16.0,-15.870000000000001,0.129999999999999,0.0,1.0458250331675945,1.6070821559227233,3 0 2 3 2 1 2 0 2 0 2 0 2 2 2 0,-16.0,0.0
Taxi-v3,1,static,static,-34.0,-15.580000000000002,18.419999999999998,2.0,0.0,1.791759469228055,5 2 3 2 0 3 1 5 0 0 3 1 0 2 1 0,-16.0,18.0
Taxi-v3,1,equal_static,equal-budget static,-52.0,-15.500000000000004,36.5,4.0,0.0,1.791759469228055,5 5 2 0 5 0 2 3 3 0 0 1 0 1 5 0,-16.0,36.0
Taxi-v3,1,cem,vanilla CEM,-61.0,-15.430000000000003,45.56999999999999,5.0,2.234283156254876,1.0670919215859653,2 4 0 0 0 5 0 0 5 0 0 0 0 5 2 4,-16.0,45.0
Taxi-v3,1,risk_gated_cem,risk-gated CEM,-16.0,-15.660000000000004,0.3399999999999963,0.0,0.9762812094883319,1.624704285218955,0 2 0 1 0 1 1 0 0 3 3 2 3 0 1 2,-16.0,0.0
Taxi-v3,2,static,static,-88.0,-15.640000000000002,72.36,8.0,0.0,1.791759469228055,0 4 3 0 4 5 5 4 4 3 2 5 1 4 1 2,-16.0,72.0
Taxi-v3,2,equal_static,equal-budget static,-70.0,-15.530000000000003,54.47,6.0,0.0,1.791759469228055,0 4 3 4 0 2 5 0 5 5 0 1 5 2 0 1,-16.0,54.0
Taxi-v3,2,cem,vanilla CEM,-61.0,-15.420000000000005,45.58,5.0,2.2810572373774,0.9957493409963917,3 0 0 0 3 0 5 2 5 0 3 5 5 0 5 2,-16.0,45.0
Taxi-v3,2,risk_gated_cem,risk-gated CEM,-16.0,-15.680000000000001,0.3199999999999985,0.0,0.9921567416492215,1.618878332039246,0 0 3 0 3 1 0 0 0 2 0 2 2 1 2 1,-16.0,0.0
Taxi-v3,3,static,static,-43.0,-15.660000000000002,27.339999999999996,3.0,0.0,1.791759469228055,0 0 3 1 4 3 0 1 0 1 3 3 2 5 5 3,-16.0,27.0
Taxi-v3,3,equal_static,equal-budget static,-106.0,-15.680000000000005,90.32,10.0,0.0,1.791759469228055,5 4 1 5 3 4 5 5 5 3 1 4 3 4 1 5,-16.0,90.0
Taxi-v3,3,cem,vanilla CEM,-79.0,-15.560000000000004,63.44,7.0,1.833034174328648,1.2158155041277507,0 0 3 1 5 1 3 5 5 1 5 0 4 5 3 4,-16.0,63.0
Taxi-v3,3,risk_gated_cem,risk-gated CEM,-16.0,-15.760000000000003,0.23999999999999666,0.0,0.9842509842514764,1.6224408465443132,3 3 3 1 2 2 1 3 3 3 1 3 0 1 3 2,-16.0,0.0
